match_id,match_type,team1,team2,winner,result_type,result_value,date,city
1000851,Tests,Australia,South Africa,South Africa,runs,177.0,2016-11-03,Perth
1000853,Tests,Australia,South Africa,South Africa,innings,1.0,2016-11-12,Hobart
1000855,Tests,Australia,South Africa,Australia,wickets,7.0,2016-11-24,N/A
1000881,Tests,Australia,Pakistan,Australia,runs,39.0,2016-12-15,Brisbane
1000883,Tests,Australia,Pakistan,Australia,innings,1.0,2016-12-26,N/A
1000885,Tests,Australia,Pakistan,Australia,runs,220.0,2017-01-03,N/A
1019985,Tests,New Zealand,Bangladesh,New Zealand,wickets,7.0,2017-01-12,Wellington
1019987,Tests,New Zealand,Bangladesh,New Zealand,wickets,9.0,2017-01-20,Christchurch
1019993,Tests,New Zealand,Pakistan,New Zealand,wickets,8.0,2016-11-17,Christchurch
1019995,Tests,New Zealand,Pakistan,New Zealand,runs,138.0,2016-11-25,Hamilton
1020041,Tests,New Zealand,South Africa,draw,N/A,,2017-03-08,Dunedin
1020043,Tests,New Zealand,South Africa,South Africa,wickets,8.0,2017-03-16,Wellington
1020045,Tests,New Zealand,South Africa,draw,N/A,,2017-03-25,Hamilton
1022593,Tests,West Indies,India,India,innings,1.0,2016-07-21,Antigua
1022595,Tests,West Indies,India,draw,N/A,,2016-07-30,Jamaica
1022597,Tests,West Indies,India,India,runs,237.0,2016-08-09,St Lucia
1022599,Tests,West Indies,India,draw,N/A,,2016-08-18,Trinidad
1024041,Tests,Zimbabwe,New Zealand,New Zealand,innings,1.0,2016-07-28,Bulawayo
1024043,Tests,Zimbabwe,New Zealand,New Zealand,runs,254.0,2016-08-06,Bulawayo
1029825,Tests,Bangladesh,England,England,runs,22.0,2016-10-20,Chittagong
1029827,Tests,Bangladesh,England,Bangladesh,runs,108.0,2016-10-28,Mirpur
1030213,Tests,India,New Zealand,India,runs,197.0,2016-09-22,Kanpur
1030215,Tests,India,New Zealand,India,runs,178.0,2016-09-30,Kolkata
1030217,Tests,India,New Zealand,India,runs,321.0,2016-10-08,Indore
1031437,Tests,England,South Africa,England,runs,211.0,2017-07-06,London
1031439,Tests,South Africa,England,South Africa,runs,340.0,2017-07-14,Nottingham
1031441,Tests,England,South Africa,England,runs,239.0,2017-07-27,London
1031443,Tests,England,South Africa,England,runs,177.0,2017-08-04,Manchester
1031659,Tests,England,West Indies,England,innings,1.0,2017-08-17,Birmingham
1031661,Tests,England,West Indies,West Indies,wickets,5.0,2017-08-25,Leeds
1031663,Tests,West Indies,England,England,wickets,9.0,2017-09-07,London
1034809,Tests,India,England,draw,N/A,,2016-11-09,Rajkot
1034811,Tests,India,England,India,runs,246.0,2016-11-17,Visakhapatnam
1034813,Tests,India,England,India,wickets,8.0,2016-11-26,Chandigarh
1034815,Tests,India,England,India,innings,1.0,2016-12-08,Mumbai
1034817,Tests,India,England,India,innings,1.0,2016-12-16,Chennai
1041761,Tests,India,Bangladesh,India,runs,208.0,2017-02-09,Hyderabad
1050229,Tests,Pakistan,West Indies,Pakistan,runs,56.0,2016-10-13,N/A
1050231,Tests,Pakistan,West Indies,Pakistan,runs,133.0,2016-10-21,Abu Dhabi
1050233,Tests,Pakistan,West Indies,West Indies,wickets,5.0,2016-10-30,N/A
1059702,Tests,Zimbabwe,Sri Lanka,Sri Lanka,runs,225.0,2016-10-29,N/A
1059703,Tests,Zimbabwe,Sri Lanka,Sri Lanka,runs,257.0,2016-11-06,N/A
1062573,Tests,India,Australia,Australia,runs,333.0,2017-02-23,Pune
1062574,Tests,India,Australia,India,runs,75.0,2017-03-04,Bengaluru
1062575,Tests,India,Australia,draw,N/A,,2017-03-16,Ranchi
1062576,Tests,India,Australia,India,wickets,8.0,2017-03-25,Dharamsala
1072305,Tests,England,Australia,Australia,wickets,10.0,2017-11-23,Brisbane
1072306,Tests,Australia,England,Australia,runs,120.0,2017-12-02,N/A
1072307,Tests,England,Australia,Australia,innings,1.0,2017-12-14,Perth
1072308,Tests,Australia,England,draw,N/A,,2017-12-26,N/A
1072309,Tests,England,Australia,Australia,innings,1.0,2018-01-04,N/A
1075502,Tests,South Africa,Bangladesh,South Africa,runs,333.0,2017-09-28,Potchefstroom
1075503,Tests,South Africa,Bangladesh,South Africa,innings,1.0,2017-10-06,Bloemfontein
1075982,Tests,Australia,South Africa,Australia,runs,118.0,2018-03-01,Durban
1075983,Tests,Australia,South Africa,South Africa,wickets,6.0,2018-03-09,Port Elizabeth
1075984,Tests,South Africa,Australia,South Africa,runs,322.0,2018-03-22,Cape Town
1075985,Tests,South Africa,Australia,South Africa,runs,492.0,2018-03-30,Johannesburg
1077953,Tests,West Indies,Pakistan,Pakistan,wickets,7.0,2017-04-21,Jamaica
1077954,Tests,West Indies,Pakistan,West Indies,runs,106.0,2017-04-30,Barbados
1077955,Tests,West Indies,Pakistan,Pakistan,runs,101.0,2017-05-10,Dominica
1083444,Tests,Sri Lanka,Bangladesh,Sri Lanka,runs,259.0,2017-03-07,N/A
1083445,Tests,Sri Lanka,Bangladesh,Bangladesh,wickets,4.0,2017-03-15,Colombo
1086066,Tests,England,Australia,draw,N/A,,2017-11-09,Sydney
1104284,Tests,Bangladesh,Australia,Bangladesh,runs,20.0,2017-08-27,Dhaka
1104285,Tests,Bangladesh,Australia,Australia,wickets,7.0,2017-09-04,Chattogram
1104483,Tests,Zimbabwe,Sri Lanka,Sri Lanka,wickets,4.0,2017-07-14,Colombo
1109602,Tests,India,Sri Lanka,India,runs,304.0,2017-07-26,N/A
1109603,Tests,India,Sri Lanka,India,innings,1.0,2017-08-03,Colombo
1109604,Tests,India,Sri Lanka,India,innings,1.0,2017-08-12,N/A
1115780,Tests,England,New Zealand,New Zealand,innings,1.0,2018-03-22,Auckland
1115781,Tests,England,New Zealand,draw,N/A,,2018-03-30,Christchurch
1115793,Tests,West Indies,New Zealand,New Zealand,innings,1.0,2017-12-01,Wellington
1115794,Tests,New Zealand,West Indies,New Zealand,runs,240.0,2017-12-09,Hamilton
1119535,Tests,England,Pakistan,Pakistan,wickets,9.0,2018-05-24,London
1119536,Tests,Pakistan,England,England,innings,1.0,2018-06-01,Leeds
1119549,Tests,England,India,England,runs,31.0,2018-08-01,Birmingham
1119550,Tests,India,England,England,innings,1.0,2018-08-09,London
1119551,Tests,India,England,India,runs,203.0,2018-08-18,Nottingham
1119552,Tests,England,India,England,runs,60.0,2018-08-30,Southampton
1119553,Tests,England,India,England,runs,118.0,2018-09-07,London
1120284,Tests,Sri Lanka,Pakistan,Sri Lanka,runs,21.0,2017-09-28,Abu Dhabi
1120285,Tests,Sri Lanka,Pakistan,Sri Lanka,runs,68.0,2017-10-06,N/A
1122276,Tests,South Africa,India,South Africa,runs,72.0,2018-01-05,Cape Town
1122277,Tests,South Africa,India,South Africa,runs,135.0,2018-01-13,Centurion
1122278,Tests,India,South Africa,India,runs,63.0,2018-01-24,Johannesburg
1122310,Tests,South Africa,Zimbabwe,South Africa,innings,1.0,2017-12-26,Port Elizabeth
1122723,Tests,India,Sri Lanka,draw,N/A,,2017-11-16,Kolkata
1122724,Tests,Sri Lanka,India,India,innings,1.0,2017-11-24,Nagpur
1122725,Tests,India,Sri Lanka,draw,N/A,,2017-12-02,Delhi
1122886,Tests,West Indies,Zimbabwe,West Indies,runs,117.0,2017-10-21,Bulawayo
1122887,Tests,Zimbabwe,West Indies,draw,N/A,,2017-10-29,Bulawayo
1127284,Tests,Ireland,Pakistan,Pakistan,wickets,5.0,2018-05-11,Dublin
1130744,Tests,Bangladesh,Sri Lanka,draw,N/A,,2018-01-31,Chattogram
1130745,Tests,Sri Lanka,Bangladesh,Sri Lanka,runs,215.0,2018-02-08,Dhaka
1135149,Tests,West Indies,Sri Lanka,West Indies,runs,226.0,2018-06-06,Trinidad
1135150,Tests,Sri Lanka,West Indies,draw,N/A,,2018-06-14,St Lucia
1135151,Tests,West Indies,Sri Lanka,Sri Lanka,wickets,4.0,2018-06-23,Barbados
1140385,Tests,England,Sri Lanka,England,runs,211.0,2018-11-06,N/A
1140386,Tests,England,Sri Lanka,England,runs,57.0,2018-11-14,N/A
1140387,Tests,England,Sri Lanka,England,runs,42.0,2018-11-23,Colombo
1142581,Tests,Sri Lanka,South Africa,Sri Lanka,runs,278.0,2018-07-12,N/A
1142582,Tests,Sri Lanka,South Africa,Sri Lanka,runs,199.0,2018-07-20,Colombo
1144153,Tests,South Africa,Pakistan,South Africa,wickets,6.0,2018-12-26,Centurion
1144154,Tests,South Africa,Pakistan,South Africa,wickets,9.0,2019-01-03,Cape Town
1144155,Tests,South Africa,Pakistan,South Africa,runs,107.0,2019-01-11,Johannesburg
1144164,Tests,South Africa,Sri Lanka,Sri Lanka,wickets,1.0,2019-02-13,Durban
1144165,Tests,South Africa,Sri Lanka,Sri Lanka,wickets,8.0,2019-02-21,Port Elizabeth
1144993,Tests,India,Australia,India,runs,31.0,2018-12-06,N/A
1144994,Tests,Australia,India,Australia,runs,146.0,2018-12-14,N/A
1144995,Tests,Australia,India,India,runs,137.0,2018-12-26,Melbourne
1144996,Tests,Australia,India,draw,N/A,,2019-01-03,Sydney
1145000,Tests,Australia,Sri Lanka,Australia,innings,1.0,2019-01-24,Brisbane
1145001,Tests,Australia,Sri Lanka,Australia,runs,366.0,2019-02-01,Canberra
1146717,Tests,Bangladesh,West Indies,West Indies,innings,1.0,2018-07-04,North Sound
1146718,Tests,West Indies,Bangladesh,West Indies,runs,166.0,2018-07-12,Jamaica
1152839,Tests,England,Ireland,England,runs,143.0,2019-07-24,London
1152846,Tests,England,Australia,Australia,runs,251.0,2019-08-01,Birmingham
1152847,Tests,England,Australia,draw,N/A,,2019-08-14,London
1152848,Tests,England,Australia,England,wickets,1.0,2019-08-22,Leeds
1152849,Tests,England,Australia,Australia,runs,185.0,2019-09-04,Manchester
1152850,Tests,England,Australia,England,runs,135.0,2019-09-12,London
1153311,Tests,Bangladesh,West Indies,Bangladesh,runs,64.0,2018-11-22,Chattogram
1153312,Tests,Bangladesh,West Indies,Bangladesh,innings,1.0,2018-11-30,Dhaka
1153639,Tests,Zimbabwe,Bangladesh,Zimbabwe,runs,151.0,2018-11-03,N/A
1153640,Tests,Bangladesh,Zimbabwe,Bangladesh,runs,218.0,2018-11-11,Dhaka
1153838,Tests,Sri Lanka,New Zealand,draw,N/A,,2018-12-15,Wellington
1153839,Tests,New Zealand,Sri Lanka,New Zealand,runs,423.0,2018-12-26,Christchurch
1153847,Tests,New Zealand,Bangladesh,New Zealand,innings,1.0,2019-02-28,Hamilton
1153848,Tests,New Zealand,Bangladesh,New Zealand,innings,1.0,2019-03-08,Wellington
1157370,Tests,Pakistan,Australia,draw,N/A,,2018-10-07,N/A
1157371,Tests,Pakistan,Australia,Pakistan,runs,373.0,2018-10-16,Abu Dhabi
1157381,Tests,New Zealand,Pakistan,New Zealand,runs,4.0,2018-11-16,Abu Dhabi
1157382,Tests,Pakistan,New Zealand,Pakistan,innings,1.0,2018-11-24,N/A
1157383,Tests,New Zealand,Pakistan,New Zealand,runs,123.0,2018-12-03,Abu Dhabi
1157752,Tests,India,West Indies,India,innings,1.0,2018-10-04,Rajkot
1157753,Tests,West Indies,India,India,wickets,10.0,2018-10-12,Hyderabad
1158062,Tests,West Indies,England,West Indies,runs,381.0,2019-01-23,Bridgetown
1158063,Tests,West Indies,England,West Indies,wickets,10.0,2019-01-31,North Sound
1158064,Tests,West Indies,England,England,runs,232.0,2019-02-09,Gros Islet
1168025,Tests,England,Australia,draw,N/A,,2019-07-18,Taunton
1183530,Tests,Australia,Pakistan,Australia,innings,1.0,2019-11-21,Brisbane
1183531,Tests,Australia,Pakistan,Australia,innings,1.0,2019-11-29,Adelaide
1183532,Tests,Australia,New Zealand,Australia,runs,296.0,2019-12-12,Perth
1183533,Tests,Australia,New Zealand,Australia,runs,247.0,2019-12-26,Melbourne
1183534,Tests,Australia,New Zealand,Australia,runs,279.0,2020-01-03,Sydney
1185304,Tests,South Africa,England,South Africa,runs,107.0,2019-12-26,Centurion
1185305,Tests,South Africa,England,England,runs,189.0,2020-01-03,Cape Town
1185306,Tests,South Africa,England,England,innings,1.0,2020-01-16,Port Elizabeth
1185307,Tests,South Africa,England,England,runs,191.0,2020-01-24,Johannesburg
1187007,Tests,India,South Africa,India,runs,203.0,2019-10-02,Visakhapatnam
1187008,Tests,India,South Africa,India,innings,1.0,2019-10-10,Pune
1187009,Tests,India,South Africa,India,innings,1.0,2019-10-19,Ranchi
1187016,Tests,India,Bangladesh,India,innings,1.0,2019-11-14,Indore
1187017,Tests,India,Bangladesh,India,innings,1.0,2019-11-22,Kolkata
1187671,Tests,New Zealand,England,New Zealand,innings,1.0,2019-11-21,Mount Maunganui
1187672,Tests,New Zealand,England,draw,N/A,,2019-11-29,Hamilton
1187685,Tests,New Zealand,India,New Zealand,wickets,10.0,2020-02-21,Wellington
1187686,Tests,New Zealand,India,New Zealand,wickets,7.0,2020-02-29,Christchurch
1188628,Tests,West Indies,India,India,runs,318.0,2019-08-22,North Sound
1188629,Tests,West Indies,India,India,runs,257.0,2019-08-30,Kingston
1192873,Tests,Sri Lanka,New Zealand,Sri Lanka,wickets,6.0,2019-08-14,Galle
1192874,Tests,Sri Lanka,New Zealand,New Zealand,innings,1.0,2019-08-22,Colombo
1198241,Tests,Pakistan,England,England,wickets,3.0,2020-08-05,Manchester
1198242,Tests,Pakistan,England,draw,N/A,,2020-08-13,Southampton
1198243,Tests,England,Pakistan,draw,N/A,,2020-08-21,Southampton
1206635,Tests,Pakistan,Sri Lanka,draw,N/A,,2019-12-11,Rawalpindi
1206636,Tests,Pakistan,Sri Lanka,Pakistan,runs,263.0,2019-12-19,Karachi
1212541,Tests,Zimbabwe,Sri Lanka,Sri Lanka,wickets,10.0,2020-01-19,Harare
1212542,Tests,Zimbabwe,Sri Lanka,draw,N/A,,2020-01-27,Harare
1213062,Tests,Pakistan,Bangladesh,Pakistan,innings,1.0,2020-02-07,Rawalpindi
1214666,Tests,Bangladesh,Zimbabwe,Bangladesh,innings,1.0,2020-02-22,Dhaka
1223869,Tests,India,Australia,Australia,wickets,8.0,2020-12-17,Adelaide
1223870,Tests,Australia,India,India,wickets,8.0,2020-12-26,Melbourne
1223871,Tests,Australia,India,draw,N/A,,2021-01-07,Sydney
1223872,Tests,Australia,India,India,wickets,3.0,2021-01-15,Brisbane
1225247,Tests,England,West Indies,West Indies,wickets,4.0,2020-07-08,Southampton
1225248,Tests,England,West Indies,England,runs,113.0,2020-07-16,Manchester
1225249,Tests,England,West Indies,England,runs,269.0,2020-07-24,Manchester
1233957,Tests,New Zealand,West Indies,New Zealand,innings,1.0,2020-12-03,Hamilton
1233958,Tests,New Zealand,West Indies,New Zealand,innings,1.0,2020-12-11,Wellington
1233962,Tests,New Zealand,Pakistan,New Zealand,runs,101.0,2020-12-26,Mount Maunganui
1233963,Tests,Pakistan,New Zealand,New Zealand,innings,1.0,2021-01-03,Christchurch
1237356,Tests,Sri Lanka,South Africa,South Africa,innings,1.0,2020-12-26,Centurion
1237357,Tests,Sri Lanka,South Africa,South Africa,wickets,10.0,2021-01-03,Johannesburg
1239543,Tests,England,India,draw,N/A,,2021-08-04,Nottingham
1239544,Tests,India,England,India,runs,151.0,2021-08-12,London
1239545,Tests,India,England,England,innings,1.0,2021-08-25,Leeds
1239546,Tests,India,England,India,runs,157.0,2021-09-02,London
1243015,Tests,Sri Lanka,England,England,wickets,7.0,2021-01-14,Galle
1243016,Tests,Sri Lanka,England,England,wickets,6.0,2021-01-22,Galle
1243017,Tests,South Africa,Pakistan,Pakistan,wickets,7.0,2021-01-26,Karachi
1243018,Tests,Pakistan,South Africa,Pakistan,runs,95.0,2021-02-04,Rawalpindi
1243384,Tests,England,India,England,runs,227.0,2021-02-05,Chennai
1243385,Tests,India,England,India,runs,317.0,2021-02-13,Chennai
1243386,Tests,England,India,India,wickets,10.0,2021-02-24,Ahmedabad
1243387,Tests,England,India,India,innings,1.0,2021-03-04,Ahmedabad
1244025,Tests,Bangladesh,West Indies,West Indies,wickets,3.0,2021-02-03,Chattogram
1244026,Tests,West Indies,Bangladesh,West Indies,runs,17.0,2021-02-11,Dhaka
1249210,Tests,New Zealand,England,draw,N/A,,2021-06-02,London
1249211,Tests,England,New Zealand,New Zealand,wickets,8.0,2021-06-10,Birmingham
1249875,Tests,India,New Zealand,New Zealand,wickets,8.0,2021-06-18,Southampton
1252073,Tests,Sri Lanka,West Indies,draw,N/A,,2021-03-21,North Sound
1252074,Tests,West Indies,Sri Lanka,draw,N/A,,2021-03-29,North Sound
1255828,Tests,Sri Lanka,Bangladesh,draw,N/A,,2021-04-21,Pallekele
1255829,Tests,Sri Lanka,Bangladesh,Sri Lanka,runs,209.0,2021-04-29,Kandy
1256726,Tests,England,West Indies,draw,N/A,,2022-03-08,North Sound
1256727,Tests,England,West Indies,draw,N/A,,2022-03-16,Bridgetown
1256728,Tests,England,West Indies,West Indies,wickets,10.0,2022-03-24,St George's
1257186,Tests,Zimbabwe,Pakistan,Pakistan,innings,1.0,2021-04-29,Harare
1257187,Tests,Pakistan,Zimbabwe,Pakistan,innings,1.0,2021-05-07,Harare
1260093,Tests,England,India,draw,N/A,,2021-06-16,Bristol
1263149,Tests,West Indies,South Africa,South Africa,innings,1.0,2021-06-10,Gros Islet
1263150,Tests,South Africa,West Indies,South Africa,runs,158.0,2021-06-18,Gros Islet
1263169,Tests,Pakistan,West Indies,West Indies,wickets,1.0,2021-08-12,Kingston
1263170,Tests,Pakistan,West Indies,Pakistan,runs,109.0,2021-08-20,Kingston
1263462,Tests,England,Australia,Australia,wickets,9.0,2021-12-08,Brisbane
1263463,Tests,Australia,England,Australia,runs,275.0,2021-12-16,Adelaide
1263464,Tests,England,Australia,Australia,innings,1.0,2021-12-26,Melbourne
1263465,Tests,Australia,England,draw,N/A,,2022-01-05,Sydney
1263466,Tests,Australia,England,Australia,runs,146.0,2022-01-14,Hobart
1263571,Tests,Australia,England,draw,N/A,,2022-01-27,Canberra
1263620,Tests,India,Australia,draw,N/A,,2021-09-30,Carrara
1267676,Tests,Bangladesh,Zimbabwe,Bangladesh,runs,220.0,2021-07-07,Harare
1276901,Tests,New Zealand,England,England,wickets,5.0,2022-06-02,London
1276902,Tests,New Zealand,England,England,wickets,5.0,2022-06-10,Nottingham
1276903,Tests,New Zealand,England,England,wickets,7.0,2022-06-23,Leeds
1276916,Tests,England,South Africa,South Africa,innings,1.0,2022-08-17,London
1276917,Tests,South Africa,England,England,innings,1.0,2022-08-25,Manchester
1276918,Tests,South Africa,England,England,wickets,9.0,2022-09-08,London
1277079,Tests,India,South Africa,India,runs,113.0,2021-12-26,Centurion
1277080,Tests,India,South Africa,South Africa,wickets,7.0,2022-01-03,Johannesburg
1277081,Tests,India,South Africa,South Africa,wickets,7.0,2022-01-11,Cape Town
1277100,Tests,South Africa,Bangladesh,South Africa,runs,220.0,2022-03-31,Durban
1277101,Tests,South Africa,Bangladesh,South Africa,runs,332.0,2022-04-08,Gqeberha
1277977,Tests,Bangladesh,Pakistan,Pakistan,wickets,8.0,2021-11-26,Chattogram
1277978,Tests,Pakistan,Bangladesh,Pakistan,innings,1.0,2021-12-04,Dhaka
1278674,Tests,India,New Zealand,draw,N/A,,2021-11-25,Kanpur
1278675,Tests,India,New Zealand,India,runs,372.0,2021-12-03,Mumbai
1278682,Tests,India,Sri Lanka,India,innings,1.0,2022-03-04,Chandigarh
1278683,Tests,India,Sri Lanka,India,runs,238.0,2022-03-12,Bengaluru
1288310,Tests,Pakistan,Australia,draw,N/A,,2022-03-04,Rawalpindi
1288311,Tests,Australia,Pakistan,draw,N/A,,2022-03-12,Karachi
1288312,Tests,Australia,Pakistan,Australia,runs,115.0,2022-03-21,Lahore
1288345,Tests,Sri Lanka,West Indies,Sri Lanka,runs,187.0,2021-11-21,Galle
1288346,Tests,Sri Lanka,West Indies,Sri Lanka,runs,164.0,2021-11-29,Galle
1288979,Tests,New Zealand,Bangladesh,Bangladesh,wickets,8.0,2022-01-01,Mount Maunganui
1288980,Tests,New Zealand,Bangladesh,New Zealand,innings,1.0,2022-01-09,Christchurch
1288981,Tests,South Africa,New Zealand,New Zealand,innings,1.0,2022-02-17,Christchurch
1288982,Tests,South Africa,New Zealand,South Africa,runs,198.0,2022-02-25,Christchurch
1301327,Tests,South Africa,England,draw,N/A,,2022-06-27,Taunton
1307301,Tests,Sri Lanka,Australia,Australia,wickets,10.0,2022-06-29,Galle
1307302,Tests,Australia,Sri Lanka,Sri Lanka,innings,1.0,2022-07-08,Galle
1308488,Tests,Sri Lanka,Bangladesh,draw,N/A,,2022-05-15,Chattogram
1308489,Tests,Bangladesh,Sri Lanka,Sri Lanka,wickets,10.0,2022-05-23,Dhaka
1317147,Tests,Bangladesh,West Indies,West Indies,wickets,7.0,2022-06-16,North Sound
1317148,Tests,Bangladesh,West Indies,West Indies,wickets,10.0,2022-06-24,Gros Islet
1317484,Tests,Australia,West Indies,Australia,runs,164.0,2022-11-30,Perth
1317485,Tests,Australia,West Indies,Australia,runs,419.0,2022-12-08,Adelaide
1317492,Tests,South Africa,Australia,Australia,wickets,6.0,2022-12-17,Brisbane
1317493,Tests,South Africa,Australia,Australia,innings,1.0,2022-12-26,Melbourne
1317494,Tests,Australia,South Africa,draw,N/A,,2023-01-04,Sydney
1320741,Tests,India,England,England,wickets,7.0,2022-07-01,Birmingham
1320953,Tests,Sri Lanka,Pakistan,Pakistan,wickets,4.0,2022-07-16,Galle
1320954,Tests,Sri Lanka,Pakistan,Sri Lanka,runs,246.0,2022-07-24,Galle
1322355,Tests,England,New Zealand,England,runs,267.0,2023-02-16,Mount Maunganui
1322356,Tests,England,New Zealand,New Zealand,runs,1.0,2023-02-24,Wellington
1322357,Tests,Sri Lanka,New Zealand,New Zealand,wickets,2.0,2023-03-09,Christchurch
1322358,Tests,New Zealand,Sri Lanka,New Zealand,innings,1.0,2023-03-17,Wellington
1330871,Tests,England,Pakistan,England,runs,74.0,2022-12-01,Rawalpindi
1330872,Tests,England,Pakistan,England,runs,26.0,2022-12-09,Multan
1330873,Tests,Pakistan,England,England,wickets,8.0,2022-12-17,Karachi
1336043,Tests,England,Australia,Australia,wickets,2.0,2023-06-16,Birmingham
1336044,Tests,Australia,England,Australia,runs,43.0,2023-06-28,London
1336045,Tests,Australia,England,England,wickets,3.0,2023-07-06,Leeds
1336046,Tests,Australia,England,draw,N/A,,2023-07-19,Manchester
1336047,Tests,England,Australia,England,runs,49.0,2023-07-27,London
1336073,Tests,Australia,England,Australia,runs,89.0,2023-06-22,Nottingham
1336127,Tests,Ireland,England,England,wickets,10.0,2023-06-01,London
1339599,Tests,South Africa,West Indies,South Africa,runs,87.0,2023-02-28,Centurion
1339600,Tests,South Africa,West Indies,South Africa,runs,284.0,2023-03-08,Johannesburg
1339609,Tests,Pakistan,New Zealand,draw,N/A,,2022-12-26,Karachi
1339610,Tests,New Zealand,Pakistan,draw,N/A,,2023-01-02,Karachi
1340848,Tests,India,Bangladesh,India,runs,188.0,2022-12-14,Chattogram
1340849,Tests,Bangladesh,India,India,wickets,3.0,2022-12-22,Dhaka
1348652,Tests,Australia,India,India,innings,1.0,2023-02-09,Nagpur
1348653,Tests,Australia,India,India,wickets,6.0,2023-02-17,Delhi
1348654,Tests,India,Australia,Australia,wickets,9.0,2023-03-01,Indore
1348655,Tests,Australia,India,draw,N/A,,2023-03-09,Ahmedabad
1350681,Tests,West Indies,Zimbabwe,draw,N/A,,2023-02-04,Bulawayo
1350682,Tests,Zimbabwe,West Indies,West Indies,innings,1.0,2023-02-12,Bulawayo
1355723,Tests,Ireland,Bangladesh,Bangladesh,wickets,7.0,2023-04-04,Dhaka
1358412,Tests,Australia,India,Australia,runs,209.0,2023-06-07,London
1363447,Tests,Sri Lanka,Ireland,Sri Lanka,innings,1.0,2023-04-16,Galle
1363448,Tests,Ireland,Sri Lanka,Sri Lanka,innings,1.0,2023-04-24,Galle
1375842,Tests,Australia,Pakistan,Australia,runs,360.0,2023-12-14,Perth
1375843,Tests,Australia,Pakistan,Australia,runs,79.0,2023-12-26,Melbourne
1375844,Tests,Pakistan,Australia,Australia,wickets,8.0,2024-01-03,Sydney
1375845,Tests,West Indies,Australia,Australia,wickets,10.0,2024-01-17,Adelaide
1375846,Tests,West Indies,Australia,West Indies,runs,8.0,2024-01-25,Brisbane
1375875,Tests,South Africa,Australia,Australia,innings,1.0,2024-02-15,Perth
1381212,Tests,West Indies,India,India,innings,1.0,2023-07-12,Roseau
1381213,Tests,India,West Indies,draw,N/A,,2023-07-20,Port of Spain
1385685,Tests,Sri Lanka,Pakistan,Pakistan,wickets,4.0,2023-07-16,Galle
1385686,Tests,Sri Lanka,Pakistan,Pakistan,innings,1.0,2023-07-24,Colombo
1385691,Tests,West Indies,England,England,innings,1.0,2024-07-10,London
1385692,Tests,England,West Indies,England,runs,241.0,2024-07-18,Nottingham
1385693,Tests,West Indies,England,England,wickets,10.0,2024-07-26,Birmingham
1385694,Tests,Sri Lanka,England,England,wickets,5.0,2024-08-21,Manchester
1385695,Tests,England,Sri Lanka,England,runs,190.0,2024-08-29,London
1385696,Tests,England,Sri Lanka,Sri Lanka,wickets,8.0,2024-09-06,London
1387603,Tests,India,South Africa,South Africa,innings,1.0,2023-12-26,Centurion
1387604,Tests,South Africa,India,India,wickets,7.0,2024-01-03,Cape Town
1388221,Tests,New Zealand,South Africa,New Zealand,runs,281.0,2024-02-04,Mount Maunganui
1388222,Tests,South Africa,New Zealand,New Zealand,wickets,7.0,2024-02-13,Hamilton
1388226,Tests,Australia,New Zealand,Australia,runs,172.0,2024-02-29,Wellington
1388227,Tests,New Zealand,Australia,Australia,wickets,3.0,2024-03-08,Christchurch
1389399,Tests,England,India,England,runs,28.0,2024-01-25,Hyderabad
1389400,Tests,India,England,India,runs,106.0,2024-02-02,Visakhapatnam
1389401,Tests,India,England,India,runs,434.0,2024-02-15,Rajkot
1389402,Tests,England,India,India,wickets,5.0,2024-02-23,Ranchi
1389403,Tests,England,India,India,innings,1.0,2024-03-07,Dharamsala
1392691,Tests,England,Zimbabwe,England,innings,1.0,2025-05-22,Nottingham
1395703,Tests,Bangladesh,New Zealand,Bangladesh,runs,150.0,2023-11-28,Sylhet
1395704,Tests,Bangladesh,New Zealand,New Zealand,wickets,4.0,2023-12-06,Dhaka
1406076,Tests,India,England,India,runs,347.0,2023-12-14,Navi Mumbai
1406077,Tests,Australia,India,India,wickets,8.0,2023-12-21,Mumbai
1419830,Tests,Sri Lanka,Bangladesh,Sri Lanka,runs,328.0,2024-03-22,Sylhet
1419831,Tests,Sri Lanka,Bangladesh,Sri Lanka,runs,192.0,2024-03-30,Chattogram
1426555,Tests,India,Australia,India,runs,295.0,2024-11-22,Perth
1426556,Tests,India,Australia,Australia,wickets,10.0,2024-12-06,Adelaide
1426557,Tests,Australia,India,draw,N/A,,2024-12-14,Brisbane
1426558,Tests,Australia,India,Australia,runs,184.0,2024-12-26,Melbourne
1426559,Tests,India,Australia,Australia,wickets,6.0,2025-01-03,Sydney
1426629,Tests,England,Australia,Australia,innings,1.0,2025-01-30,Melbourne
1428554,Tests,New Zealand,England,England,wickets,8.0,2024-11-28,Christchurch
1428555,Tests,England,New Zealand,England,runs,323.0,2024-12-06,Wellington
1428556,Tests,New Zealand,England,New Zealand,runs,423.0,2024-12-14,Hamilton
1431085,Tests,Zimbabwe,Ireland,Ireland,wickets,4.0,2024-07-25,Belfast
1432209,Tests,South Africa,Sri Lanka,South Africa,runs,233.0,2024-11-27,Durban
1432210,Tests,South Africa,Sri Lanka,South Africa,runs,109.0,2024-12-05,Gqeberha
1432217,Tests,Pakistan,South Africa,South Africa,wickets,2.0,2024-12-26,Centurion
